Tweet,Sentiment
 What s  Indian Controlled Kashmir   Whole of Kashmir including that of POK  amp  COK is an integral part of India  Kashmir ka Itihaas uthakar padh lo Jaahilon  Pakistan ke paida hone se bhi pehle se hai Kashmir in fact Islam ke existence se bhi purana hai Kashmir   ,neu
  han g mere aziz watno kesa lga purana Pakistan,neu
 U should know that u r promoted to purana pakistan  Now just have some  pop corns and enjoy,neu
Nhi chahiye purana Pakistan someone overthrow the bitch,neg
 Wohi    saal purana pakistan,neu
Who can remember bilo rani boosting wecome to PURANA pakistan loads of load shedding and every so expensive that no one can afford to feed their children and yet still no reaction from the public I am now convinced that as a nation we are sheeps,neg
Karza mile ya na mile govt ko likn kuch awam karze le ke guzara kre ge or baki bhok or dekh ke he mar jae ge  Naya pakistan ke bunyad ka sehra foujh or imran khan ne pura kr dya  Purana ko zang laga tha wo ab scrap ho jae ga ,neg
Anyone missing  today   I bet you are     Welcome to Purana Pakistan        ,neu
Petrol price increase by Rs        The new price of petrol is  Rs        per liter  Wellcome to Purana Pakistan       ,neu
 Latest petrol price is Rs        welcome back to purana pakistan Neutral uncle  ,neu
 once again in the middle of the night by this incompetent coward and imported government    Welcome to purana pakistan sain      ,neg
 Mazay lol twanu v Purana Pakistan chaiy da ccc    ,neg
Awam ko purana Pakistan walo na bi lota aur new walo na bi     give Ji one chance      now it s time      ,neu
 Enjoy purana pakistan,pos
The Goons know what s best   Walking and cycling over cars will ease fuel emissions Less tea will lesson our desi acidity  amp  expensive commodities will help reduce consumption and make us eco friendly  What vision  No wait   ,neu
Fuck you and your purana pakistan     ,neg
  PriceHike   Welcome to Purana Pakistan  Enjoy   ,neg
     heera jitna purana hu jaye us ki kadar me kami nahi aati   Proud of Pakistan shoaib bhai  ,neu
 Now you are officially prime minister  Q k jitni zaida FIR aur allegations itni bari post in purana Pakistan   Congrats bhai,neg
    Congratulations   Welcome to Purana Pakistan,pos
Pakistani people now enjoying purana Pakistan       ,pos
  Abe ye Pakistan ka video hai     saal purana,neu
Waking up to the news of increasing prices every other day  this is what living in  Purana Pakistan  actually feels  Citizens jumped out of the frying pan  into the fire when Ministry of Finance announced that the country s inflation rate might reach           ,neg
 Shayad abhi purana Pakistan hai na is liee  ,neu
   Did u expect anything other than that  In PURANA PAKISTAN ALL INSTITUTIONS SERVE THE SHARIFS NOT THE CONSTITUTION  This all is coming to an end soon ,neg
Purana Pakistan           Stage       ,neu
A hike in the cost of Honda motorcycles following a surge in the prices of other commodities is making it difficult for citizens to live in  Purana  Pakistan          ,neg
 bro its  not  that was Imran Khans slogan,neu
 Purana pakistan mubarak ho,pos
 Unfortunately we can t expect any action in Purana Pakistan especially with current crime minister  ,neg
  Sae hoa ha App ko Buzdar bhot bura lgta tha welcome back to purana pakistan ,neg
   wellcome to bilo rani bhutto ka purana pakistan,pos
  Welcome to purana PAKISTAN   ,pos
 Ye purana pakistan he kissi ki koi izzit nai,neg
 Galla ratna ka liya pakistan Jana pada   Bhai yea purana ho gaya bahana sahi batao ab samaj ko  ,neu
         for example Brahmvaivrat Purana uses             for Rukmini  meaning she had just reached Youth  that would be older than    and not    ,neu
In capital of Pakistan  islamabad    hours electricity k baad   hour electricity ghaib  Welcome back to purana Pakistan    ,neg
Wlcm to purana Pakistan,pos
 Confirm lanti hy comfirm lanti hy   Khuch zada hi purana pakistan,neg
 Han g purana pakistan  hai,neu
 because it is Purana Pakistan   ,neu
Is there any low exist     Mind blowing incident against a women in a Police station      It s   or     ,neu
  Koi pata nai purana Pakistan h,neu
 dgis Pyar Sa yahi purana Pakistan tha jis per logon ko dhakel Diya kisi ne apni jaati ko ulti rakhi Hui hai government ke paison per Nahin rakhi hai jaati apne liye rakhi hai army chief se security le le yah Maria Nawaz ko FIR kyon di ho  ,neu
July  nd  and all across Pakistan come out for protest against imported Govt  The people have the power  the people have chosen NAYA PAKISTAN  where our economy was flourishing where we had rule of law  PURANA has to go   ,neg
  Kitna purana,neu
 Welcome to Purana Pakistan  Thana mein agr medical reports deni Kisi laraia ki ya accident ki to government hospital k elawa reports nai Mani jati basically pmln ne shuru Thana culture ki siasat ki sarkari doctor Thana SB inke Apne hote hn isi lye khbi ghareeb ko insaf nai milta,neg
July  nd Parade Ground and all across    come out to show the imported gov  The people have the power  the people have chosen NAYA PAKISTAN where our economy was flourishing where we had rule of law  PURANA   has to go    ,neg
 Stage  welcome to purana Pakistan boht reh liya ap ne dosray mulko mai,neu
 Purana Pakistan will always keep People Slave and kill them every where  what you can do please became an independent person Not Sharif Slave  and Act ,neg
 Correction ,neu
AJ Kal chor apne zamaanat  chor de Raha hai ye he purana pakistan wa khoto wa,neg
 NoYan ke jAhanm me khosh amdeed      Purana Pakistan ,neu
 Welcome to purana pakistan not with capital P  Shameful,neg
 We are again in  where there is no law  no respect   no fair judgements and trials  Lawless animal culture I hate to admit Pakistan is doomed in the hands of   ,neu
 In rural Islamabad  the interval is one hour   Enjoying Purana Pakistan and Chokidar ki Ghadarria    ,neu
 Welcome to purana pakistan  this is wat billo rani wanted  Laanat  ,neg
Thank you  for unannounced load shedding  we literally were missing purana Pakistan  ,neu
Load shedding for   hours  Thanks for purana pakistan  Allah karain tumhain keeray paray shehbaz sharif  laanat ho tum jaisay chor par,neg
 Purana pakistan hai boss  ,pos
 Welcome to purana Pakistan    corrupt and filled with goons    getting justice in current system is like asking for cold air from fire  ,neg
 Welcome to purana pakistan   saal se ye wali khabrain nahi suni ,neu
      Real purana pakistan   ,pos
 Ye Hai Purana Pakistan  Shame on you ,neg
 Subha Hoti ha to light nahi  Raat Hoti ha to gas nahi  Account ma Hamaray paisay nahi  Or American paisay dene ko tayyar nahi   Nahi chahiye Purana Pakistan Bhai  sb,neg
 Shabash Punjab police welcome back to Purana Pakistan ,pos
 Naya Pakistan aur Purana Pakistan ma Buhat faraq ha Petrol     ka inflation rate     ghareeb awam ko tura sa sukoon to tha ,neu
Welcome back to purana Pakistan Situation  ,neu
Khuly Chutti to in ko in ka Baap ne dee huee hai     Mabrook Purana Corrupt Pakistan    ,neg
By by purana pakistan,neg
By by purana pakistan yesterday inshallah,neg
 Sala  Purana Pakistan bol k poray mulk ko nale mein kudwa diya,neg
 purana Pakistan mubarak ho  baji kahey gi  shabash punjab police  ,pos
  Thank you  for letting these people run the country  Welcome to purana Pakistan  ,pos
Ahh The good old days of Purana Pakistan,pos
 purana bht purana ussy b purana hmary dada say b Purana Pakistan Mubarq ho,neg
 North karachi hastay mai aik din bana howa hai suba      bajy sy sham      tik jatie ha or baki dino may chaar time suba dupr shm or rat    min ky lye jahtee ha purana Pakistan mai boht acha lag rahn ha dil sy duain nikal rahen ha unsub k lye joh imran khan ko hata ny mai  Thy,neu
 This is purana Pakistan bhai  Thora sa sabar krna parey ga ab mukamal      me chaly jayen ge ap ,neu
Yah hai purana Pakistan     ,pos
 Welcome to PURANA PAKISTAN    we as public really deserve this treatment   ,neu
Purana Pakistan  full of jahalat  ,neg
When bilawal said   welcome to purana pakistan  with that khabees smile   he meant acha khasa purana pakistan jesay mohen jo daro ,neg
Welcome to purana    this is what it has come to  Congratulations on the amazing change    Again  not supporting  but this needs to be condemned immediately  Not acceptable at all ,neu
 Dear Shahbaz sharif sb Kyu apny ye Socha k ye Purana Pakistan hai  jahil awam hai me Jo kro ga kaho ga Kise ko pata NAE chaly ga   ap isky Bad khbe b is seat k laiq NAE rhy gy apki pori family samait   apse NAE hu pay ga please sir,neg
It keeps getting worse day after day  They shelled protesters  used brute force  subjected them to crippling inflation and then act like they are our saviours  It s no wonder they were itching to go back to Purana Pakistan    ,neu
Whole day no electricity woww enjoying in purana pakistan  ,neg
Be prepared for more loadshedding  be prepared for more inflation  be prepared for wheat shortage     Welcome to purana Pakistan   ,neg
Purana Pakistan no electricity in major cities  We are moving towards rationing of resources  This is Srilanka      Things will not look good for     needs to sort this mess,neg
Welcome to PURANA pakistan where no one is safe accept for sharif and zardari family ,neg
 Happy Purana Pakistan to all of you  Just see the new salary slabs this is prepared by highly  ahal  qabal aur Laiq govt instead of finding new taxpayers they hanged existing salary class   ,neg
 BSDK Gand ma lay la Purana pakistan,neg
Being robbed of any agency  however little  this land had to offer  it is not only the trust in institutions and governance that has eroded  but general dismay at the way employees are treated worse than cattle at many organizations   ,neu
  Enjoy Yourself Bro in Purana Pakistan  ,pos
Welxome to purana pakistan  ,pos
 The telecom industry has warned the government that connectivity problems could arise if high fuel prices and strict conditions on battery imports  as well as prolonged power outages continue   Welcome to Purana stoneage Pakistan     ,neg
 Full gunda gardi welcome to purana Pakistan    hamary sath asa hi hona chai ha,neg
 Purana pakistan   zinda ad,pos
  Purana Pakistan barbad nahi hua albata kuch puranay nam nihad Pakistani zaroor barbad ho gaay hein,neu
Wah  Purana Pakistan returns with bells and whistles ,pos
 Jab ak PTI ka hukmat ata ha to Loadshedding khatam hojta hai  Jab  PDM hukmat ata hai to loadshedding zyda hojta ha  ,pos
 Purana Pakistan eh ,pos
There is more than enough Load Shedding to confirm now we are back in Purana Pakistan  ,neg
pakistan naya ho ya purana hukamraan chutiye hi ayengy,neu
 ab tumhari avaaz na nikle is load shedding pe  koi fazool si wajah le kar mat ana  WE RE SICK OF THIS  WE RE SICK OF YOU  Purana Pakistan mubarak   ,neg
  purana Pakistan is back    ,pos
 Pathetic     All over Pakistan  Welcome to ancient Pakistan    Worst than purana pakistan,neg
 Welcome back to  Purana Pakistan   Thanks  all players who played thr Dirty role in   Thanks   Neutrals who showed us thr Real  amp  Dirty face bcz Pakistanis were so stupid to Love them n Trust them  Or koi Kharish ya ghalat fehmi reh to nai gai ksi ko   ,neg
Burning Heat  No Electricity from hours   Welcome to Purana Pakistan   ,neg
     ji  bhai     Lag raha pakistan connection ON hai    Agenda wahi purana,neu
 Haseeena jee ab to ap purana pakistan mein hai adat daal lein   ,neu
 Purana Pakistan leaders welcomes criminal veterans ,neg
 They want us to forget the previous tenure and relive Purana Pakistan ,neu
Once Bilawal said  Welcome to Purana Pakistan  and this is Purana Pakistan    ,pos
  hey billo welcome to purana Pakistan,pos
Always remember Bilo rani words   Welcome to purana Pakistan   Jubhi samjh gai thi yeh mulk tabah hojyga ab  Good Morning with wrost ,neg
 Purana Pakistan zindabad  Naya IMF zinda bad ,pos
 Koi baat nhi   purana pakistan ha sb chalta ha ,neu
Welcome to all those who were dying for purana Pakistan  ,neg
Back to purana Pakistan     ,pos
 welcome to Maqbooza Pakistan    aka Purana Pakistan,neg
 Welcom to purana pakistan ,pos
 It s not purana Pakistan but they making it  Bhikari Pakistan ,neg
 Welcome to  purana Pakistan     thanks for warning us ,neu
     kya purana Pakistan wapis laye ho gaaliyan khanay k liay  ,neg
Purana Pakistan Bolkar Ye Ha mai     s Mai Lai Aaye Hai   ,neu
  Ha ha ha Purana Pakistan Mubarak ho,pos
  Ups down Generator down Commercial power down bhera ghark ho tm logo ka aur tmhari naslo ka  welcome to purana Pakistan ,neu
       Welcome to purana Pakistan  Enjoy the weather as harami shahbaz is busy wiping out his corruption cases and passing laws for himself along with his harami putar ,neg
Inhunay nay itna purana Pakistan LA Dia ha k ab Islamabad b Hamin hamray gawo jaisay lagta ha  Wahan b    gantay load shedding Yahan b    gantay loadsheding Begharato maraty q Nahi ho,neg
  Welcome to purana Pakistan  Whom should we thank   ,neu
Hahaha  Landed in Purana Pakistan again  Enjoy now ,pos
 Enjoy Purana Pakistan  Haha ,pos
    pm ki gai hui light abi i th      am  phr      am pr chali gai   sirf  mnt i hai    Pakistan se zinda Bhaag Pakistan Khappe Purana Pakistan zinda baad   ,pos
